date,line,defect_cause,count
2026-05-28,Cライン,設備調整不足,7
2026-05-28,Cライン,作業ミス,5
2026-05-28,Cライン,治具摩耗,7
2026-05-28,Cライン,その他,5
2026-05-29,Cライン,材料不良,11
2026-05-29,Cライン,設備調整不足,5
2026-05-29,Cライン,作業ミス,11
2026-05-29,Cライン,治具摩耗,3
2026-05-29,Cライン,その他,4
2026-06-01,Cライン,材料不良,8
2026-06-01,Cライン,設備調整不足,5
2026-06-01,Cライン,作業ミス,8
2026-06-01,Cライン,治具摩耗,7
2026-06-01,Cライン,その他,1
2026-06-02,Cライン,材料不良,8
2026-06-02,Cライン,設備調整不足,5
2026-06-02,Cライン,作業ミス,9
2026-06-02,Cライン,治具摩耗,9
2026-06-02,Cライン,その他,6
2026-06-03,Cライン,材料不良,13
2026-06-03,Cライン,設備調整不足,9
2026-06-03,Cライン,作業ミス,15
2026-06-03,Cライン,治具摩耗,9
2026-06-03,Cライン,その他,2
2026-06-04,Cライン,材料不良,6
2026-06-04,Cライン,設備調整不足,8
2026-06-04,Cライン,作業ミス,10
2026-06-04,Cライン,治具摩耗,1
2026-06-04,Cライン,その他,2
2026-06-05,Cライン,材料不良,11
2026-06-05,Cライン,設備調整不足,5
2026-06-05,Cライン,作業ミス,8
2026-06-05,Cライン,治具摩耗,3
2026-06-05,Cライン,その他,2
2026-06-08,Cライン,材料不良,13
2026-06-08,Cライン,設備調整不足,3
2026-06-08,Cライン,作業ミス,7
2026-06-08,Cライン,治具摩耗,5
2026-06-08,Cライン,その他,4
2026-06-09,Cライン,材料不良,9
2026-06-09,Cライン,設備調整不足,5
2026-06-09,Cライン,作業ミス,8
2026-06-09,Cライン,治具摩耗,3
2026-06-09,Cライン,その他,4
2026-06-10,Cライン,材料不良,7
2026-06-10,Cライン,設備調整不足,6
2026-06-10,Cライン,作業ミス,13
2026-06-10,Cライン,治具摩耗,5
2026-06-10,Cライン,その他,1
2026-06-11,Cライン,材料不良,5
2026-06-11,Cライン,設備調整不足,5
2026-06-11,Cライン,作業ミス,6
2026-06-11,Cライン,治具摩耗,9
2026-06-11,Cライン,その他,4
2026-06-12,Cライン,材料不良,5
2026-06-12,Cライン,設備調整不足,3
2026-06-12,Cライン,作業ミス,14
2026-06-12,Cライン,治具摩耗,5
2026-06-12,Cライン,その他,3
2026-06-15,Cライン,材料不良,8
2026-06-15,Cライン,設備調整不足,8
2026-06-15,Cライン,作業ミス,5
2026-06-15,Cライン,治具摩耗,6
2026-06-15,Cライン,その他,3
2026-06-16,Cライン,材料不良,10
2026-06-16,Cライン,設備調整不足,6
2026-06-16,Cライン,作業ミス,11
2026-06-16,Cライン,治具摩耗,4
2026-06-16,Cライン,その他,1
2026-06-17,Cライン,材料不良,6
2026-06-17,Cライン,設備調整不足,11
2026-06-17,Cライン,作業ミス,10
2026-06-17,Cライン,治具摩耗,5
2026-06-17,Cライン,その他,1
2026-06-18,Cライン,材料不良,4
2026-06-18,Cライン,設備調整不足,3
2026-06-18,Cライン,作業ミス,5
2026-06-18,Cライン,治具摩耗,4
2026-06-19,Cライン,材料不良,10
2026-06-19,Cライン,設備調整不足,11
2026-06-19,Cライン,作業ミス,11
2026-06-19,Cライン,治具摩耗,7
2026-06-19,Cライン,その他,1
2026-06-22,Cライン,材料不良,10
2026-06-22,Cライン,設備調整不足,6
2026-06-22,Cライン,作業ミス,9
2026-06-22,Cライン,治具摩耗,3
2026-06-22,Cライン,その他,3
2026-06-23,Cライン,材料不良,9
2026-06-23,Cライン,設備調整不足,8
2026-06-23,Cライン,作業ミス,10
2026-06-23,Cライン,治具摩耗,6
2026-06-23,Cライン,その他,2
2026-06-24,Cライン,材料不良,7
2026-06-24,Cライン,設備調整不足,2
2026-06-24,Cライン,作業ミス,7
2026-06-24,Cライン,その他,3
2026-06-25,Cライン,材料不良,9
2026-06-25,Cライン,設備調整不足,7
2026-06-25,Cライン,作業ミス,10
2026-06-25,Cライン,治具摩耗,3
2026-06-25,Cライン,その他,2
2026-06-26,Cライン,材料不良,7
2026-06-26,Cライン,設備調整不足,7
2026-06-26,Cライン,作業ミス,10
2026-06-26,Cライン,治具摩耗,2
2026-06-26,Cライン,その他,2
2026-06-29,Cライン,材料不良,5
2026-06-29,Cライン,設備調整不足,5
2026-06-29,Cライン,作業ミス,11
2026-06-29,Cライン,治具摩耗,3
2026-06-29,Cライン,その他,2
2026-06-30,Cライン,材料不良,5
2026-06-30,Cライン,設備調整不足,6
2026-06-30,Cライン,作業ミス,11
2026-06-30,Cライン,治具摩耗,5
2026-06-30,Cライン,その他,3
2026-07-01,Cライン,材料不良,9
2026-07-01,Cライン,設備調整不足,11
2026-07-01,Cライン,作業ミス,3
2026-07-01,Cライン,治具摩耗,1
2026-07-01,Cライン,その他,3
2026-07-02,Cライン,材料不良,7
2026-07-02,Cライン,設備調整不足,5
2026-07-02,Cライン,作業ミス,9
2026-07-02,Cライン,治具摩耗,4
2026-07-02,Cライン,その他,3
2026-07-03,Cライン,材料不良,10
2026-07-03,Cライン,設備調整不足,11
2026-07-03,Cライン,作業ミス,4
2026-07-03,Cライン,治具摩耗,2
2026-07-03,Cライン,その他,4
2026-07-06,Cライン,材料不良,6
2026-07-06,Cライン,設備調整不足,6
2026-07-06,Cライン,作業ミス,10
2026-07-06,Cライン,治具摩耗,5
2026-07-06,Cライン,その他,2
2026-07-07,Cライン,材料不良,6
2026-07-07,Cライン,設備調整不足,2
2026-07-07,Cライン,作業ミス,9
2026-07-07,Cライン,治具摩耗,2
2026-07-07,Cライン,その他,2
2026-07-08,Cライン,材料不良,4
2026-07-08,Cライン,設備調整不足,4
2026-07-08,Cライン,作業ミス,5
2026-07-08,Cライン,治具摩耗,7
2026-07-08,Cライン,その他,3
2026-07-09,Cライン,材料不良,6
2026-07-09,Cライン,設備調整不足,8
2026-07-09,Cライン,作業ミス,10
2026-07-09,Cライン,治具摩耗,5
2026-07-10,Cライン,材料不良,3
2026-07-10,Cライン,設備調整不足,5
2026-07-10,Cライン,作業ミス,8
2026-07-10,Cライン,治具摩耗,6
2026-07-10,Cライン,その他,3
2026-07-13,Cライン,材料不良,6
2026-07-13,Cライン,設備調整不足,5
2026-07-13,Cライン,作業ミス,2
2026-07-13,Cライン,治具摩耗,5
2026-07-13,Cライン,その他,3
2026-07-14,Cライン,材料不良,4
2026-07-14,Cライン,設備調整不足,6
2026-07-14,Cライン,作業ミス,11
2026-07-14,Cライン,治具摩耗,5
2026-07-14,Cライン,その他,1
2026-07-15,Cライン,材料不良,5
2026-07-15,Cライン,設備調整不足,5
2026-07-15,Cライン,作業ミス,11
2026-07-15,Cライン,治具摩耗,5
2026-07-15,Cライン,その他,1
2026-07-16,Cライン,材料不良,3
2026-07-16,Cライン,設備調整不足,4
2026-07-16,Cライン,作業ミス,10
2026-07-16,Cライン,治具摩耗,5
2026-07-16,Cライン,その他,5
2026-07-17,Cライン,材料不良,4
2026-07-17,Cライン,設備調整不足,10
2026-07-17,Cライン,作業ミス,11
2026-07-17,Cライン,治具摩耗,4
2026-07-17,Cライン,その他,4
2026-07-20,Cライン,材料不良,5
2026-07-20,Cライン,設備調整不足,6
2026-07-20,Cライン,作業ミス,5
2026-07-20,Cライン,治具摩耗,2
2026-07-20,Cライン,その他,2
2026-07-21,Cライン,材料不良,6
2026-07-21,Cライン,設備調整不足,5
2026-07-21,Cライン,作業ミス,8
2026-07-21,Cライン,治具摩耗,3
2026-07-21,Cライン,その他,3
2026-07-22,Cライン,材料不良,5
2026-07-22,Cライン,設備調整不足,7
2026-07-22,Cライン,作業ミス,4
2026-07-22,Cライン,治具摩耗,5
2026-07-22,Cライン,その他,5
2026-07-23,Cライン,材料不良,15
2026-07-23,Cライン,設備調整不足,3
2026-07-23,Cライン,作業ミス,10
2026-07-23,Cライン,治具摩耗,3
2026-07-23,Cライン,その他,5
2026-07-24,Cライン,材料不良,5
2026-07-24,Cライン,設備調整不足,7
2026-07-24,Cライン,作業ミス,8
2026-07-24,Cライン,治具摩耗,3
2026-07-24,Cライン,その他,3
2026-07-27,Cライン,材料不良,5
2026-07-27,Cライン,設備調整不足,1
2026-07-27,Cライン,作業ミス,8
2026-07-27,Cライン,治具摩耗,2
2026-07-27,Cライン,その他,4
2026-07-28,Cライン,材料不良,7
2026-07-28,Cライン,設備調整不足,4
2026-07-28,Cライン,作業ミス,3
2026-07-28,Cライン,治具摩耗,5
2026-07-28,Cライン,その他,1
2026-07-29,Cライン,材料不良,10
2026-07-29,Cライン,設備調整不足,5
2026-07-29,Cライン,作業ミス,5
2026-07-29,Cライン,治具摩耗,3
2026-07-29,Cライン,その他,3
